id,project_name,address,suburb,postcode,council_short,category_label,filter_group,stage_label,status_raw,cost,cost_confidence,electrical_estimate_low,electrical_estimate_high,opportunity_score,priority_label,builder,dwellings_new,lots_proposed,gfa_proposed,storeys,distance_km,date_lodged,date_determined,contact_window,contact_target,source_ref,council_ref,lat,lon
TS-NEWC-1000760,"Alterations or additions to an existing building or structure, Maryland",6 Sandycroft Street Maryland 2287,Maryland,2287,Newcastle,New residential,Residential,Construction certificate issued,Determined,79145.0,medium,4749,7914,37,Low priority,,0,0,26.0,1,12.4,2026-06-25,2026-08-07,Call this week,Site manager or contracts administrator at the named builder,CFT-1000760,,-32.884593217,151.659857361
TS-LAKE-973305,"Dwelling house, Coal Point",100 Coal Point Road Coal Point 2283,Coal Point,2283,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,78540.0,medium,4712,7854,37,Low priority,,0,1,206.0,1,20.1,2026-06-16,2026-07-01,Call this week,Site manager or contracts administrator at the named builder,CFT-973305,,-33.035993258,151.608379672
TS-LAKE-961341,"Alterations or additions to an existing building or structure, Eleebana",37 Bareki Road Eleebana 2282,Eleebana,2282,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,70000.0,medium,4200,7000,37,Low priority,,0,,130.0,1,15.6,2026-05-25,2026-05-25,Call this week,Site manager or contracts administrator at the named builder,CFT-961341,,-32.992763076,151.633151105
TS-LAKE-1019822,"Dwelling house, Glendale",3 Glendale Drive Glendale 2285,Glendale,2285,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,70000.0,medium,4200,7000,37,Low priority,,0,,197.0,2,12.2,2026-08-28,2026-09-02,Call this week,Site manager or contracts administrator at the named builder,CFT-1019822,,-32.927296451,151.650671843
TS-LAKE-1013014,"Erection of a new structure, Fishing Point",75 Sunlight Parade Fishing Point 2283,Fishing Point,2283,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,70000.0,medium,4200,7000,37,Low priority,,0,,0.0,0,22.3,2026-08-18,2026-09-17,Call this week,Site manager or contracts administrator at the named builder,CFT-1013014,,-33.055048651,151.596731
TS-PORT-980973,"Erection of a new structure, Medowie",27 Ryan Road Medowie 2318,Medowie,2318,Port Stephens,New residential,Residential,Construction certificate issued,Determined,65000.0,medium,3900,6500,37,Low priority,,0,,0.0,0,23.7,2026-07-06,2026-07-14,Call this week,Site manager or contracts administrator at the named builder,CFT-980973,,-32.725326274,151.85754097
TS-NEWC-1012522,"Alterations or additions to an existing building or structure, Fletcher",430 Minmi Road Fletcher 2287,Fletcher,2287,Newcastle,New residential,Residential,Construction certificate issued,Determined,60000.0,medium,3600,6000,37,Low priority,,0,,0.0,0,15.4,2026-08-17,2026-09-09,Call this week,Site manager or contracts administrator at the named builder,CFT-1012522,,-32.874311816,151.630010303
TS-LAKE-962818,"Dwelling house, Carey Bay",24 Excelsior Parade Carey Bay 2283,Carey Bay,2283,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,60000.0,medium,3600,6000,37,Low priority,,0,,0.0,0,19.6,2026-05-27,2026-06-04,Call this week,Site manager or contracts administrator at the named builder,CFT-962818,,-33.028085661,151.608067625
TS-MAIT-1007613,"Secondary dwelling, Thornton",49 Rockleigh Street Thornton 2322,Thornton,2322,Maitland,New residential,Residential,Construction certificate issued,Determined,60000.0,high,3600,6000,37,Low priority,,1,,0.0,1,20.4,2026-08-12,2026-09-08,Call this week,Site manager or contracts administrator at the named builder,CFT-1007613,,-32.785354191,151.645188151
TS-LAKE-877422,"Dwelling house, Belmont",57 Henry Street Belmont 2280,Belmont,2280,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,57710.0,high,3463,5771,37,Low priority,,0,,277.0,0,16.3,2026-09-03,2026-09-03,Call this week,Site manager or contracts administrator at the named builder,CFT-877422,,-33.032658435,151.658802648
TS-LAKE-995557,"Dwelling house, Carey Bay",71 Excelsior Parade Carey Bay 2283,Carey Bay,2283,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,55000.0,medium,3300,5500,37,Low priority,,0,,0.0,0,19.6,2026-07-21,2026-07-22,Call this week,Site manager or contracts administrator at the named builder,CFT-995557,,-33.025357582,151.606873345
TS-LAKE-989994,"Alterations or additions to an existing building or structure, Belmont",7 Anchor Close Belmont 2280,Belmont,2280,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,50000.0,medium,3000,5000,37,Low priority,,0,,152.0,0,15.9,2026-07-10,2026-08-05,Call this week,Site manager or contracts administrator at the named builder,CFT-989994,,-33.021679052,151.652003909
TS-NEWC-655521,"13-lot subdivision, Hamilton East","63 Denison Street, Hamilton East",Hamilton East,2303,Newcastle,Subdivision,Residential,Development approved,Determined,38000.0,suspect,,,37,Low priority,,,13,,,2.6,2026-07-21,2026-08-13,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-655521,DA2026/01710,-32.925615976,151.753782652
TS-MAIT-999299,"Erection of a new structure, Thornton",134 Somerset Drive Thornton 2322,Thornton,2322,Maitland,New residential,Residential,Construction certificate issued,Determined,34925.0,suspect,,,37,Low priority,MALORA HOMES PTY LTD,,,293.0,0,20.4,2026-07-28,2026-07-28,Call this week,MALORA HOMES PTY LTD — site manager or contracts administrator,CFT-999299,,-32.779935061,151.652353038
TS-CESS-672202,"Dwelling house, Paynes Crossing",2033 Paynes Crossing Road Paynes Crossing 2325,Paynes Crossing,2325,Cessnock,New residential,Residential,DA under assessment,Under Assessment,654500.0,high,39270,65450,36,Low priority,,1,,,,63.4,2026-09-09,,"Register interest now, follow up at approval","Developer, architect or planning consultant",PAN-672202,8/2026/679/1,-32.88172046,151.104930702
TS-MAIT-1007686,"Dwelling house, Waverley",15 Seaview Street Waverley 2024,Waverley,2024,Maitland,New residential,Residential,Construction certificate lodged,Under Assessment,600000.0,medium,36000,60000,36,Low priority,,0,,181.25,2,118.4,2026-08-10,,Call within 2 weeks,Estimator or contracts administrator at the named builder,CFT-1007686,,-33.899526259,151.257894515
TS-NEWC-1011219,"Alterations or additions to an existing building or structure, Merewether",72 Macquarie Street Merewether 2291,Merewether,2291,Newcastle,Residential renovation,Residential,Construction certificate issued,Determined,400000.0,medium,20000,44000,36,Low priority,,0,,35.0,2,4.0,2026-08-14,2026-08-20,Call this week,Site manager or contracts administrator at the named builder,CFT-1011219,,-32.939706847,151.74056212
TS-NEWC-966007,"Dwelling, Broadmeadow",65 Coorumbung Rd. Broadmeadow 2292,Broadmeadow,2292,Newcastle,Other,Commercial,Construction certificate issued,Determined,333000.0,medium,19980,39960,36,Low priority,HOMEWORX PLUS,0,,154.0,1,4.8,2026-06-04,2026-08-04,Call this week,HOMEWORX PLUS — site manager or contracts administrator,CFT-966007,,-32.927544804,151.72994632
TS-LAKE-1001729,"Pools / decks / fencing, Charlestown",53 Kaleen Street Charlestown 2290,Charlestown,2290,Lake Macquarie,Residential renovation,Residential,Construction certificate issued,Determined,275000.0,medium,13750,30250,36,Low priority,,0,,0.0,2,8.3,2026-08-11,2026-08-11,Call this week,Site manager or contracts administrator at the named builder,CFT-1001729,,-32.969429092,151.707175641
TS-LAKE-969531,"Pools / decks / fencing, Highfields",50 Highfields Parade Highfields 2289,Highfields,2289,Lake Macquarie,Residential renovation,Residential,Construction certificate issued,Determined,227540.0,medium,11377,25029,36,Low priority,,0,,205.0,2,6.9,2026-06-12,2026-06-19,Call this week,Site manager or contracts administrator at the named builder,CFT-969531,,-32.955792759,151.71546619
TS-NEWC-985488,"Alterations and additions to residential development, Islington",6 Daniel Street Islington 2296,Islington,2296,Newcastle,Residential renovation,Residential,Construction certificate issued,Determined,218900.0,medium,10945,24079,36,Low priority,,0,,131.2,1,3.3,2026-07-03,2026-07-27,Call this week,Site manager or contracts administrator at the named builder,CFT-985488,,-32.917113918,151.748800973
TS-MAIT-661966,"Change of use of land or a building or the classification of a building under the Building Code of Australia, East Maitland",5 140 Melbourne Street East Maitland 2323,East Maitland,2323,Maitland,Commercial,Commercial,DA — info requested,Additional Information Requested,189750.0,medium,17078,28462,36,Low priority,,,,,,27.5,2026-08-20,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-661966,DA/2026/657,-32.747906313,151.580246961
TS-NEWC-993222,"Erection of a new structure, Fletcher",12 Rosewood Crescent Fletcher 2287,Fletcher,2287,Newcastle,New residential,Residential,Construction certificate lodged,Under Assessment,141943.52,medium,8517,14194,36,Low priority,,0,,0.0,0,13.6,2026-07-16,,Call within 2 weeks,Estimator or contracts administrator at the named builder,CFT-993222,,-32.882302626,151.646465508
TS-NEWC-383530,"Alterations or additions to an existing building or structure, Adamstown Heights",16 Murray Street Adamstown Heights 2289,Adamstown Heights,2289,Newcastle,New residential,Residential,Complying development approved,Approved,137000.0,medium,8220,13700,36,Low priority,,,,,1,5.8,2026-09-09,2026-09-09,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-383530,CDC 2026-113,-32.942117224,151.721330499
TS-NEWC-351391,"Dwelling house, Lambton",1 Turner Street Lambton 2299,Lambton,2299,Newcastle,New residential,Residential,Complying development approved,Approved,135000.0,high,8100,13500,36,Low priority,,1,,,2,7.0,2026-06-10,2026-06-10,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-351391,P-2026-0059,-32.916043876,151.707750091
TS-PORT-988340,"Secondary dwelling, Medowie",8A Abundance Road Medowie 2318,Medowie,2318,Port Stephens,New residential,Residential,Construction certificate lodged,Under Assessment,120000.0,high,7200,12000,36,Low priority,,1,0,59.0,1,21.6,2026-07-17,,Call within 2 weeks,Estimator or contracts administrator at the named builder,CFT-988340,,-32.743141585,151.852424039
TS-NEWC-371808,"Dwelling house, North Lambton",6 Percy Street North Lambton 2299,North Lambton,2299,Newcastle,New residential,Residential,Complying development approved,Approved,120000.0,high,7200,12000,36,Low priority,,1,,,1,7.8,2026-08-18,2026-08-18,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-371808,P-2026-0127,-32.904820837,151.703521969
TS-NEWC-376533,"Dwelling house, New Lambton",47 Freyberg Street New Lambton 2305,New Lambton,2305,Newcastle,New residential,Residential,Complying development approved,Approved,115000.0,medium,6900,11500,36,Low priority,,,,,1,6.8,2026-08-27,2026-08-27,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-376533,RPC26073,-32.93355967,151.708731523
TS-NEWC-379151,"Dwelling house, Jesmond",32 William Street Jesmond 2299,Jesmond,2299,Newcastle,New residential,Residential,Complying development approved,Approved,111650.0,medium,6699,11165,36,Low priority,,,,,1,8.5,2026-08-28,2026-08-28,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-379151,P-2026-0147,-32.903138245,151.695235582
TS-LAKE-1003512,"Dual occupancy (detached), Blacksmiths",3 Warea Street Blacksmiths 2281,Blacksmiths,2281,Lake Macquarie,New residential,Residential,Construction certificate lodged,Under Assessment,111240.0,medium,6674,11124,36,Low priority,,0,,49.0,1,20.7,2026-08-03,,Call within 2 weeks,Estimator or contracts administrator at the named builder,CFT-1003512,,-33.077300474,151.649275873
TS-NEWC-378420,"Dwelling house, Adamstown Heights",5 Wattle Close Adamstown Heights 2289,Adamstown Heights,2289,Newcastle,New residential,Residential,Complying development approved,Approved,105000.0,medium,6300,10500,36,Low priority,,,,,1,6.3,2026-08-17,2026-08-28,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-378420,CDC/5678122-A,-32.951204969,151.71956438
TS-NEWC-360568,"Secondary dwelling, Lambton",11 Kendall Street Lambton 2299,Lambton,2299,Newcastle,New residential,Residential,Complying development approved,Approved,104232.0,high,6254,10423,36,Low priority,,1,,,1,7.1,2026-07-06,2026-08-04,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-360568,26-0209,-32.912380357,151.707680047
TS-LAKE-1023508,"Erection of a new structure, Cameron Park",81 Constitution Drive Cameron Park 2285,Cameron Park,2285,Lake Macquarie,New residential,Residential,Construction certificate lodged,Under Assessment,103295.0,medium,6198,10330,36,Low priority,,0,,0.0,0,16.2,2026-09-03,,Call within 2 weeks,Estimator or contracts administrator at the named builder,CFT-1023508,,-32.904278267,151.6108541
TS-LAKE-970716,"Dwelling house, Belmont North",11 Margaret Street Belmont North 2280,Belmont North,2280,Lake Macquarie,New residential,Residential,Construction certificate lodged,Under Assessment,100000.0,medium,6000,10000,36,Low priority,,0,,39.65,1,15.1,2026-06-10,,Call within 2 weeks,Estimator or contracts administrator at the named builder,CFT-970716,,-33.020536988,151.663218683
TS-LAKE-999413,"Alterations or additions to an existing building or structure, Jewells",94 Fencott Drive Jewells 2280,Jewells,2280,Lake Macquarie,New residential,Residential,Construction certificate lodged,Under Assessment,100000.0,medium,6000,10000,36,Low priority,,0,,0.0,0,12.6,2026-07-27,,Call within 2 weeks,Estimator or contracts administrator at the named builder,CFT-999413,,-33.009201304,151.687639274
TS-PORT-1004592,"Secondary dwelling, Medowie",45 Rosewood Drive Medowie 2318,Medowie,2318,Port Stephens,New residential,Residential,Construction certificate lodged,Under Assessment,100000.0,high,6000,10000,36,Low priority,,1,0,0.0,1,22.8,2026-08-05,,Call within 2 weeks,Estimator or contracts administrator at the named builder,CFT-1004592,,-32.740619314,151.880924062
TS-NEWC-384374,"Dwelling house, Tighes Hill",3 44 Elizabeth Street Tighes Hill 2297,Tighes Hill,2297,Newcastle,New residential,Residential,Complying development approved,Approved,100000.0,medium,6000,10000,36,Low priority,,,,,1,3.7,2026-09-14,2026-09-16,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-384374,CDC/4635832-A,-32.907452781,151.750645585
TS-LAKE-359423,"Dwelling house, Highfields",365 Pacific Highway Highfields 2289,Highfields,2289,Lake Macquarie,New residential,Residential,Complying development approved,Approved,100000.0,medium,6000,10000,36,Low priority,,,,,1,7.4,2026-06-18,2026-07-24,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-359423,260078,-32.955009216,151.709250042
TS-LAKE-983476,"Alterations or additions to an existing building or structure, Cardiff",13 Boston Close Cardiff 2285,Cardiff,2285,Lake Macquarie,New residential,Residential,Construction certificate lodged,Under Assessment,99550.0,medium,5973,9955,36,Low priority,,0,,67.0,1,11.9,2026-07-01,,Call within 2 weeks,Estimator or contracts administrator at the named builder,CFT-983476,,-32.935542184,151.654030026
TS-NEWC-985793,"Erection of a new structure, Warabrook",7 Callistemon Close Warabrook 2304,Warabrook,2304,Newcastle,Residential renovation,Residential,Construction certificate issued,Determined,97541.4,medium,4877,10730,36,Low priority,ADT SECURITY,0,,0.0,0,7.4,2026-07-31,2026-09-17,Call this week,ADT SECURITY — site manager or contracts administrator,CFT-985793,,-32.88950692,151.717850927
TS-LAKE-1003286,"Secondary dwelling, Eleebana",1 Moani Street Eleebana 2282,Eleebana,2282,Lake Macquarie,New residential,Residential,Construction certificate lodged,Under Assessment,95000.0,high,5700,9500,36,Low priority,,0,,63.0,1,15.5,2026-07-31,,Call within 2 weeks,Estimator or contracts administrator at the named builder,CFT-1003286,,-32.997064694,151.636679838
